,clust,Vehicle Class,Total Claim Amount,Sales Channel,Customer Lifetime Value,Coverage,Effective To Date,EmploymentStatus,Gender,Income,Marital Status,Monthly Premium Auto,Response,Location Code,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Vehicle Size
4671,0,Four-Door Car,571.2,Web,13916.93446,Premium,2/1/2011,Employed,F,52423,Single,119,No,Suburban,2,80,1,2,Corporate Auto,Offer1,Medsize
4672,0,SUV,478.107847,Call Center,11044.42715,Extended,4/1/2011,Employed,F,29696,Single,139,No,Urban,17,41,0,3,Personal Auto,Offer3,Medsize
4673,0,Four-Door Car,238.132215,Call Center,3531.039178,Extended,2/25/11,Employed,F,26884,Married,89,No,Urban,11,84,0,1,Special Auto,Offer4,Medsize
4674,0,Two-Door Car,331.2,Agent,2759.618207,Basic,9/1/2011,Employed,M,64388,Married,69,No,Suburban,12,51,0,1,Personal Auto,Offer1,Small
4675,0,Four-Door Car,292.8,Agent,6500.409697,Basic,3/1/2011,Unemployed,F,0,Single,61,No,Suburban,13,37,0,2,Personal Auto,Offer1,Medsize
4676,2,Two-Door Car,398.4,Branch,6369.262355,Extended,1/20/11,Employed,M,34498,Single,83,Yes,Suburban,30,72,0,7,Personal Auto,Offer2,Small
4677,0,SUV,518.4,Call Center,13083.48622,Basic,9/2/2011,Employed,M,73060,Married,108,No,Suburban,9,78,0,2,Special Auto,Offer2,Medsize
4678,0,Two-Door Car,453.6,Branch,2150.906016,Basic,1/29/11,Unemployed,M,0,Single,63,No,Suburban,8,83,0,1,Personal Auto,Offer1,Medsize
4679,2,SUV,2.54009,Call Center,8447.888167,Basic,2/18/11,Employed,F,61337,Married,105,No,Rural,35,46,0,9,Personal Auto,Offer1,Medsize
4680,0,Two-Door Car,350.4,Agent,5075.420953,Basic,11/1/2011,Unemployed,M,0,Single,73,No,Suburban,28,8,0,3,Corporate Auto,Offer3,Medsize
4681,0,Four-Door Car,189.144728,Agent,3527.851585,Extended,8/2/2011,Employed,F,59496,Married,88,No,Rural,22,64,0,1,Personal Auto,Offer1,Medsize
4682,1,Luxury Car,1474.267145,Agent,13061.51639,Basic,1/18/11,Unemployed,F,0,Single,180,No,Suburban,4,45,0,6,Personal Auto,Offer2,Medsize
4683,2,Four-Door Car,39.781368,Agent,6259.510365,Extended,1/31/11,Employed,F,37813,Married,78,No,Rural,4,26,1,5,Corporate Auto,Offer1,Medsize
4684,0,SUV,499.2,Agent,16681.32634,Basic,1/24/11,Employed,F,55907,Married,104,No,Suburban,23,64,0,2,Corporate Auto,Offer1,Large
4685,2,Four-Door Car,242.842607,Agent,5791.610721,Basic,5/2/2011,Employed,F,80480,Married,72,No,Urban,6,55,0,7,Personal Auto,Offer3,Medsize
4686,0,Two-Door Car,195.218968,Web,7980.488637,Basic,1/20/11,Employed,M,72734,Married,66,No,Urban,7,96,0,2,Personal Auto,Offer4,Large
4687,0,Four-Door Car,22.326388,Web,2767.499996,Basic,1/27/11,Unemployed,F,0,Married,72,No,Rural,27,60,0,1,Personal Auto,Offer1,Medsize
4688,0,Four-Door Car,547.2,Agent,2975.256549,Extended,6/1/2011,Employed,M,36548,Married,76,No,Suburban,10,95,0,1,Personal Auto,Offer2,Small
4689,0,SUV,5.894778,Web,4178.586494,Basic,1/28/11,Employed,M,62113,Married,104,No,Rural,1,0,0,1,Personal Auto,Offer2,Medsize
4690,0,Four-Door Car,747.458052,Agent,4734.257944,Basic,1/30/11,Unemployed,M,0,Single,67,No,Suburban,7,75,0,5,Personal Auto,Offer3,Medsize
4691,0,SUV,514.059402,Branch,4315.788632,Basic,2/25/11,Employed,F,41252,Married,109,No,Urban,25,31,0,1,Personal Auto,Offer2,Medsize
4692,0,Four-Door Car,364.8,Web,6126.568309,Extended,1/1/2011,Employed,M,61139,Married,76,No,Suburban,4,16,0,4,Personal Auto,Offer2,Medsize
4693,0,Two-Door Car,326.4,Agent,2694.599099,Basic,5/2/2011,Employed,F,26744,Married,68,No,Suburban,16,61,0,1,Corporate Auto,Offer2,Large
4694,0,SUV,950.4,Branch,9338.08481,Extended,4/2/2011,Unemployed,F,0,Single,132,No,Suburban,17,34,0,3,Personal Auto,Offer1,Medsize
4695,0,Four-Door Car,375.514273,Branch,18680.99387,Basic,1/15/11,Employed,F,74640,Married,66,No,Suburban,0,44,0,2,Corporate Auto,Offer1,Large
4696,0,Four-Door Car,151.973156,Branch,2551.349248,Basic,1/2/2011,Employed,M,88126,Married,64,No,Rural,27,71,1,1,Personal Auto,Offer2,Medsize
4697,0,Four-Door Car,336.0,Call Center,2808.078361,Basic,1/23/11,Employed,F,55005,Divorced,70,No,Suburban,31,39,1,1,Personal Auto,Offer4,Medsize
4698,0,Sports Car,40.950769,Call Center,9710.286449,Extended,1/23/11,Employed,M,33190,Single,123,No,Rural,1,95,0,4,Personal Auto,Offer1,Medsize
4699,0,Four-Door Car,839.593218,Call Center,15190.65404,Basic,12/2/2011,Unemployed,M,0,Single,71,No,Suburban,4,64,4,2,Personal Auto,Offer2,Small
4700,0,Four-Door Car,609.801279,Branch,4069.776372,Premium,1/13/11,Unemployed,F,0,Single,117,No,Suburban,0,42,0,1,Corporate Auto,Offer2,Medsize
4701,2,Four-Door Car,669.399277,Web,6612.220871,Extended,1/31/11,Unemployed,F,0,Single,97,No,Suburban,31,34,2,9,Personal Auto,Offer1,Medsize
4702,0,Four-Door Car,731.479725,Agent,2030.783687,Basic,1/16/11,Unemployed,M,0,Single,64,No,Suburban,0,8,1,1,Personal Auto,Offer2,Small
4703,0,Four-Door Car,340.8,Branch,5090.44875,Basic,8/2/2011,Disabled,F,25226,Divorced,71,No,Suburban,13,97,1,4,Personal Auto,Offer1,Medsize
4704,0,Four-Door Car,292.206784,Web,3353.381136,Extended,1/30/11,Employed,F,63398,Married,83,No,Urban,29,46,0,1,Personal Auto,Offer2,Medsize
4705,2,SUV,192.265438,Call Center,8532.989751,Basic,10/1/2011,Employed,M,30092,Married,108,No,Rural,33,90,0,9,Personal Auto,Offer2,Large
4706,0,Four-Door Car,300.056383,Agent,2647.519741,Basic,2/20/11,Employed,M,37876,Single,69,Yes,Urban,13,15,0,1,Corporate Auto,Offer2,Medsize
4707,0,Four-Door Car,604.8,Branch,6071.907243,Extended,5/2/2011,Retired,F,12201,Divorced,84,No,Suburban,14,63,0,4,Corporate Auto,Offer1,Medsize
4708,0,SUV,124.967415,Agent,9061.767848,Basic,1/19/11,Employed,M,37970,Married,115,No,Rural,8,44,0,3,Personal Auto,Offer1,Medsize
4709,0,Four-Door Car,82.811346,Branch,2531.586761,Basic,2/22/11,Disabled,M,28898,Married,67,No,Rural,15,85,0,1,Corporate Auto,Offer1,Medsize
4710,0,Four-Door Car,292.8,Call Center,2467.129805,Basic,1/17/11,Employed,F,23845,Married,61,No,Suburban,33,34,0,1,Personal Auto,Offer2,Large
4711,1,Luxury Car,32.874675,Web,7408.167551,Basic,11/1/2011,Employed,M,62810,Married,187,No,Rural,14,22,1,1,Corporate Auto,Offer3,Medsize
4712,0,Four-Door Car,245.308491,Call Center,3452.414955,Extended,2/28/11,Employed,F,65773,Married,89,No,Urban,24,35,4,1,Corporate Auto,Offer2,Medsize
4713,2,Four-Door Car,232.183503,Call Center,4481.387593,Basic,7/1/2011,Unemployed,M,0,Single,69,No,Urban,1,25,0,4,Personal Auto,Offer3,Medsize
4714,0,Four-Door Car,568.746405,Branch,21235.44557,Extended,9/2/2011,Unemployed,M,0,Divorced,86,No,Suburban,29,45,0,2,Personal Auto,Offer2,Medsize
4715,0,Four-Door Car,476.903351,Branch,3370.074728,Extended,2/16/11,Unemployed,M,0,Divorced,95,No,Suburban,14,15,1,1,Personal Auto,Offer1,Medsize
4716,0,Two-Door Car,19.575683,Call Center,3746.751625,Extended,2/26/11,Employed,F,41479,Married,94,Yes,Rural,14,38,1,1,Personal Auto,Offer2,Large
4717,0,SUV,343.139611,Agent,5129.608404,Extended,2/23/11,Employed,M,72433,Married,126,No,Urban,34,48,0,1,Personal Auto,Offer2,Large
4718,0,SUV,494.4,Call Center,12300.005,Basic,12/2/2011,Employed,M,74586,Married,103,No,Suburban,14,19,0,2,Personal Auto,Offer2,Medsize
4719,1,Luxury SUV,1135.141469,Agent,18065.27192,Extended,2/23/11,Unemployed,F,0,Married,234,No,Suburban,11,26,0,7,Personal Auto,Offer1,Medsize
4720,0,Four-Door Car,331.2,Agent,19644.76296,Basic,12/2/2011,Employed,F,67326,Married,69,No,Suburban,17,32,0,2,Corporate Auto,Offer1,Medsize
4721,0,SUV,547.2,Agent,35900.07644,Basic,8/2/2011,Employed,M,25285,Married,114,No,Suburban,12,84,0,2,Personal Auto,Offer1,Medsize
4722,0,Four-Door Car,427.2,Branch,6838.767672,Extended,1/2/2011,Disabled,M,15871,Married,89,No,Suburban,20,19,0,4,Personal Auto,Offer4,Medsize
4723,2,Two-Door Car,393.6,Branch,6519.287872,Extended,1/28/11,Employed,M,38795,Married,82,No,Suburban,30,41,1,3,Corporate Auto,Offer1,Small
4724,2,Two-Door Car,345.6,Branch,5712.380598,Basic,1/28/11,Employed,M,24882,Married,72,No,Suburban,13,20,0,8,Corporate Auto,Offer4,Large
4725,0,SUV,614.4,Branch,5126.54272,Extended,4/1/2011,Employed,F,33169,Married,128,No,Suburban,33,14,0,1,Personal Auto,Offer4,Medsize
4726,0,Four-Door Car,80.73124,Call Center,4984.618655,Basic,11/1/2011,Employed,M,86305,Married,62,Yes,Rural,1,99,0,5,Corporate Auto,Offer2,Medsize
4727,0,SUV,537.6,Agent,4102.199975,Basic,2/16/11,Unemployed,M,0,Married,112,No,Suburban,31,21,0,1,Corporate Auto,Offer3,Small
4728,0,SUV,494.4,Call Center,4111.197013,Basic,1/29/11,Employed,F,32210,Divorced,103,No,Suburban,16,97,0,1,Corporate Auto,Offer1,Large
4729,0,Sports Car,387.222556,Agent,11085.87709,Extended,1/20/11,Employed,M,69090,Married,139,No,Urban,24,11,0,5,Personal Auto,Offer1,Medsize
4730,0,Four-Door Car,523.337427,Branch,4745.680421,Basic,1/27/11,Unemployed,F,0,Single,63,No,Suburban,23,88,0,3,Personal Auto,Offer1,Medsize
4731,2,Four-Door Car,419.471438,Agent,5837.528088,Basic,10/1/2011,Employed,M,83308,Married,73,No,Suburban,3,81,1,7,Personal Auto,Offer3,Medsize
4732,0,Four-Door Car,466.446708,Agent,19190.31894,Basic,1/22/11,Employed,F,39034,Married,68,No,Suburban,10,55,0,2,Personal Auto,Offer1,Small
4733,0,Two-Door Car,672.026958,Branch,6444.076976,Extended,5/1/2011,Employed,M,46750,Married,82,No,Suburban,20,74,1,3,Corporate Auto,Offer3,Small
4734,2,Four-Door Car,365.835977,Web,7255.577594,Extended,9/1/2011,Employed,F,39786,Married,91,No,Urban,2,91,1,9,Personal Auto,Offer1,Medsize
4735,0,SUV,579.710188,Agent,8197.712164,Basic,1/13/11,Employed,M,56788,Single,108,No,Suburban,22,34,5,7,Special Auto,Offer1,Medsize
4736,0,SUV,388.346716,Call Center,4554.911887,Basic,1/13/11,Employed,M,90156,Married,114,No,Urban,16,6,0,1,Personal Auto,Offer2,Small
4737,0,Four-Door Car,432.361631,Branch,7069.740965,Extended,8/2/2011,Employed,F,63867,Married,89,No,Suburban,21,4,1,3,Corporate Auto,Offer3,Medsize
4738,0,SUV,134.801691,Web,4743.694528,Basic,10/2/2011,Employed,F,83413,Married,118,No,Rural,0,1,0,1,Personal Auto,Offer2,Medsize
4739,0,SUV,566.4,Branch,4019.384424,Basic,2/18/11,Unemployed,M,0,Divorced,118,No,Suburban,2,48,0,1,Personal Auto,Offer1,Large
4740,0,SUV,158.126982,Branch,20239.38353,Premium,1/30/11,Employed,F,36116,Married,171,No,Rural,27,33,2,2,Corporate Auto,Offer1,Medsize
4741,0,Four-Door Car,331.2,Call Center,2674.730716,Basic,2/15/11,Employed,M,56342,Single,69,Yes,Suburban,12,89,0,1,Corporate Auto,Offer2,Small
4742,0,Sports Car,310.651386,Web,9206.429641,Basic,1/23/11,Employed,F,55542,Single,117,No,Urban,1,76,0,5,Personal Auto,Offer1,Medsize
4743,0,Two-Door Car,316.8,Branch,23187.14574,Basic,2/2/2011,Employed,M,58466,Married,66,No,Suburban,7,79,1,2,Personal Auto,Offer4,Medsize
4744,2,Two-Door Car,362.774545,Web,4770.550911,Basic,1/2/2011,Medical Leave,F,12964,Single,65,Yes,Suburban,2,37,0,4,Personal Auto,Offer1,Medsize
4745,0,Two-Door Car,509.722387,Agent,3768.086327,Extended,1/26/11,Employed,M,43412,Married,94,No,Suburban,33,38,0,1,Personal Auto,Offer4,Medsize
4746,0,Four-Door Car,355.2,Web,2893.739608,Basic,1/25/11,Employed,M,82611,Single,74,No,Suburban,23,87,1,1,Personal Auto,Offer2,Medsize
4747,0,Four-Door Car,364.8,Web,11611.94584,Extended,11/2/2011,Employed,M,28915,Single,76,No,Suburban,10,49,0,2,Personal Auto,Offer4,Medsize
4748,1,Luxury Car,1490.4,Agent,14246.14841,Extended,2/2/2011,Unemployed,M,0,Single,207,No,Suburban,13,68,0,6,Personal Auto,Offer2,Small
4749,0,Four-Door Car,336.0,Agent,2554.551152,Basic,9/2/2011,Unemployed,F,0,Married,70,No,Suburban,19,27,0,1,Personal Auto,Offer4,Medsize
4750,0,Four-Door Car,285.020982,Call Center,3226.516193,Extended,10/1/2011,Employed,F,91774,Single,81,No,Urban,4,21,0,1,Personal Auto,Offer1,Medsize
4751,0,Four-Door Car,292.8,Web,2227.072755,Basic,5/1/2011,Retired,M,27972,Married,61,Yes,Suburban,7,38,0,1,Personal Auto,Offer3,Medsize
4752,0,Four-Door Car,460.8,Agent,10623.40552,Extended,1/23/11,Unemployed,M,0,Married,96,No,Suburban,11,16,0,2,Personal Auto,Offer2,Small
4753,2,SUV,681.328474,Agent,8304.688878,Extended,2/19/11,Unemployed,M,0,Married,122,No,Suburban,22,14,2,9,Corporate Auto,Offer2,Small
4754,2,Four-Door Car,160.62847,Agent,5155.529312,Basic,1/18/11,Employed,F,77857,Married,64,No,Rural,0,99,0,9,Personal Auto,Offer1,Small
4755,0,Four-Door Car,114.097383,Branch,4407.769164,Basic,1/21/11,Unemployed,F,0,Divorced,62,No,Rural,18,34,0,3,Personal Auto,Offer1,Medsize
4756,0,Four-Door Car,355.2,Branch,2955.495724,Basic,1/21/11,Employed,F,56502,Single,74,No,Suburban,15,78,0,1,Personal Auto,Offer3,Medsize
4757,0,Four-Door Car,315.879728,Web,3900.906002,Extended,9/2/2011,Employed,M,95018,Married,97,No,Urban,21,81,0,1,Personal Auto,Offer2,Large
4758,0,SUV,585.6,Agent,4531.372981,Extended,10/1/2011,Employed,M,23705,Married,122,No,Suburban,33,2,4,1,Personal Auto,Offer1,Medsize
4759,0,Two-Door Car,177.224451,Agent,2813.309659,Basic,1/2/2011,Employed,M,72333,Married,70,No,Urban,10,20,0,1,Personal Auto,Offer2,Large
4760,0,SUV,770.4,Web,7196.721128,Basic,8/1/2011,Unemployed,M,0,Single,107,No,Suburban,22,96,0,4,Personal Auto,Offer4,Medsize
4761,0,Four-Door Car,305.544034,Call Center,6301.102478,Extended,1/13/11,Employed,M,47622,Married,80,No,Urban,15,13,0,7,Personal Auto,Offer1,Medsize
4762,0,SUV,504.0,Web,7799.440458,Basic,6/1/2011,Unemployed,F,0,Married,105,No,Suburban,33,7,0,3,Personal Auto,Offer1,Medsize
4763,0,SUV,344.048739,Branch,8292.626726,Basic,1/22/11,Employed,M,79632,Divorced,106,No,Urban,7,72,1,3,Personal Auto,Offer2,Medsize
4764,0,Four-Door Car,91.355165,Branch,18534.61157,Basic,2/17/11,Medical Leave,M,16154,Married,62,No,Rural,31,45,1,2,Personal Auto,Offer1,Medsize
4765,0,Four-Door Car,44.912125,Web,2906.298309,Basic,6/1/2011,Employed,M,72211,Married,73,No,Rural,12,1,0,1,Personal Auto,Offer2,Medsize
4766,0,Two-Door Car,206.709951,Call Center,6089.77238,Extended,1/16/11,Employed,M,70892,Married,76,No,Urban,21,32,0,5,Corporate Auto,Offer2,Medsize
4767,2,Four-Door Car,69.230355,Agent,5016.144667,Basic,1/18/11,Employed,F,49367,Divorced,63,No,Rural,16,40,0,9,Personal Auto,Offer1,Medsize
4768,0,SUV,218.342169,Web,15470.59658,Premium,8/2/2011,Employed,F,68086,Married,194,No,Rural,34,6,0,3,Corporate Auto,Offer2,Large
4769,2,Two-Door Car,72.617605,Branch,5680.467468,Basic,9/1/2011,Employed,M,90353,Married,70,No,Rural,3,64,0,7,Personal Auto,Offer2,Medsize
4770,0,SUV,552.0,Web,4582.155128,Basic,2/24/11,Employed,F,49558,Divorced,115,No,Suburban,1,73,0,1,Personal Auto,Offer3,Large
4771,0,Four-Door Car,127.104785,Agent,8663.550386,Basic,8/2/2011,Employed,M,93485,Married,72,No,Rural,31,40,0,2,Personal Auto,Offer4,Medsize
4772,2,Four-Door Car,532.8,Web,5274.20076,Basic,2/18/11,Medical Leave,M,10629,Single,74,No,Suburban,17,15,0,8,Personal Auto,Offer4,Small
4773,0,Two-Door Car,253.637853,Call Center,2620.601718,Basic,9/2/2011,Medical Leave,M,10237,Married,72,No,Urban,31,97,0,1,Personal Auto,Offer2,Medsize
4774,0,Four-Door Car,802.278237,Branch,4515.184003,Premium,2/27/11,Employed,F,87517,Married,112,No,Suburban,1,28,1,1,Corporate Auto,Offer2,Small
4775,2,Two-Door Car,504.0,Agent,5533.229132,Basic,7/2/2011,Employed,M,23241,Married,70,No,Suburban,11,14,0,9,Personal Auto,Offer2,Small
4776,0,Four-Door Car,65.425125,Agent,5216.914471,Basic,1/23/11,Employed,M,60861,Married,66,No,Rural,8,82,0,4,Personal Auto,Offer4,Small
4777,2,SUV,697.010998,Branch,7860.086842,Basic,2/28/11,Disabled,M,21726,Married,104,No,Suburban,20,79,0,8,Personal Auto,Offer2,Medsize
4778,2,Four-Door Car,300.375887,Agent,5016.553079,Basic,1/18/11,Employed,M,36313,Single,67,No,Urban,3,38,2,9,Personal Auto,Offer1,Medsize
4779,0,Two-Door Car,417.6,Branch,3351.567048,Extended,1/17/11,Employed,F,29160,Single,87,No,Suburban,25,62,0,1,Personal Auto,Offer2,Medsize
4780,0,Two-Door Car,712.8,Web,6732.202033,Extended,1/29/11,Unemployed,M,0,Single,99,No,Suburban,15,79,0,5,Personal Auto,Offer4,Small
4781,1,Luxury SUV,1621.560425,Agent,6423.739052,Basic,2/13/11,Unemployed,M,0,Single,188,No,Suburban,5,67,0,1,Corporate Auto,Offer3,Medsize
4782,2,Four-Door Car,329.494,Call Center,4974.8733,Basic,8/1/2011,Employed,F,48139,Single,63,No,Suburban,9,41,0,9,Personal Auto,Offer3,Medsize
4783,0,Two-Door Car,38.792481,Agent,4739.297046,Extended,1/30/11,Unemployed,F,0,Married,76,No,Rural,28,55,5,3,Personal Auto,Offer1,Medsize
4784,2,Two-Door Car,403.2,Agent,6086.431746,Extended,2/24/11,Retired,F,13688,Divorced,84,No,Suburban,25,2,0,8,Personal Auto,Offer1,Medsize
4785,2,Four-Door Car,525.6,Branch,5016.641406,Basic,1/20/11,Unemployed,M,0,Single,73,No,Suburban,16,77,0,9,Corporate Auto,Offer2,Medsize
4786,0,Four-Door Car,302.4,Web,7341.794924,Basic,3/2/2011,Employed,F,27649,Single,63,No,Suburban,3,63,0,2,Personal Auto,Offer4,Small
4787,0,Four-Door Car,103.750234,Branch,3215.196994,Extended,2/23/11,Employed,F,24191,Married,80,No,Rural,11,32,0,1,Personal Auto,Offer4,Medsize
4788,0,Four-Door Car,517.056582,Web,2533.796807,Basic,1/28/11,Unemployed,M,0,Single,71,No,Suburban,11,77,0,1,Corporate Auto,Offer2,Medsize
4789,0,Four-Door Car,321.6,Agent,5340.535477,Basic,11/2/2011,Employed,F,58493,Married,67,No,Suburban,13,53,0,4,Personal Auto,Offer3,Large
4790,0,Two-Door Car,432.0,Agent,3644.833554,Extended,1/15/11,Employed,F,82477,Married,90,Yes,Suburban,1,69,0,1,Personal Auto,Offer2,Large
4791,2,Four-Door Car,379.2,Agent,6382.047596,Extended,2/19/11,Employed,F,88663,Married,79,No,Suburban,20,86,0,7,Special Auto,Offer1,Medsize
4792,0,SUV,523.2,Branch,4303.637883,Basic,12/2/2011,Employed,F,74057,Single,109,No,Suburban,27,24,0,1,Personal Auto,Offer2,Medsize
4793,2,Two-Door Car,302.4,Agent,4228.734374,Basic,12/1/2011,Unemployed,M,0,Married,63,No,Suburban,2,82,2,8,Corporate Auto,Offer2,Small
4794,0,Two-Door Car,316.8,Agent,10426.08551,Basic,9/2/2011,Employed,F,52342,Married,66,No,Suburban,28,28,3,2,Personal Auto,Offer1,Small
4795,0,Four-Door Car,40.754246,Agent,2484.747576,Basic,2/19/11,Employed,M,42012,Married,63,No,Rural,13,84,0,1,Corporate Auto,Offer1,Medsize
4796,0,Four-Door Car,279.51121,Agent,8232.760182,Basic,12/1/2011,Employed,M,56021,Married,69,No,Urban,20,38,0,2,Personal Auto,Offer1,Medsize
4797,0,SUV,986.4,Call Center,21768.69952,Extended,1/19/11,Employed,M,35124,Married,137,No,Suburban,18,46,0,2,Personal Auto,Offer1,Large
4798,0,Four-Door Car,439.001718,Agent,2160.920387,Basic,11/1/2011,Unemployed,F,0,Single,62,No,Suburban,4,49,1,1,Personal Auto,Offer1,Medsize
4799,0,SUV,900.0,Agent,4423.690041,Extended,11/2/2011,Unemployed,F,0,Single,125,No,Suburban,8,55,0,1,Personal Auto,Offer3,Medsize
4800,0,Two-Door Car,322.528829,Branch,3691.765242,Extended,1/14/11,Employed,F,37202,Married,93,No,Urban,30,86,0,1,Personal Auto,Offer3,Medsize
4801,0,Four-Door Car,42.43131,Agent,4940.508153,Basic,2/20/11,Employed,M,65985,Single,71,No,Rural,3,47,5,4,Special Auto,Offer2,Medsize
4802,0,Four-Door Car,355.2,Branch,8503.942634,Basic,8/2/2011,Employed,F,87771,Single,74,No,Suburban,8,9,4,2,Personal Auto,Offer2,Small
4803,0,SUV,306.337632,Agent,41143.09011,Basic,1/16/11,Employed,F,63624,Married,115,No,Urban,10,40,2,2,Personal Auto,Offer4,Medsize
4804,2,SUV,200.662297,Call Center,10419.16743,Extended,1/16/11,Employed,F,80192,Married,129,No,Rural,8,69,0,9,Personal Auto,Offer3,Large
4805,0,SUV,756.0,Agent,4139.89767,Basic,4/2/2011,Employed,M,35945,Divorced,105,No,Suburban,14,25,0,1,Personal Auto,Offer1,Small
4806,0,Four-Door Car,205.957043,Branch,7627.660848,Basic,7/1/2011,Employed,M,93004,Married,63,No,Urban,31,2,0,2,Corporate Auto,Offer1,Medsize
4807,0,Four-Door Car,941.347502,Agent,6162.369756,Extended,1/23/11,Unemployed,M,0,Single,89,No,Suburban,4,24,0,4,Personal Auto,Offer1,Medsize
4808,0,Luxury Car,1027.2,Branch,25807.063,Extended,2/13/11,Employed,F,71210,Married,214,Yes,Suburban,8,89,1,2,Personal Auto,Offer1,Small
4809,0,Luxury SUV,912.0,Branch,15506.9278,Basic,4/1/2011,Employed,F,99159,Married,190,No,Suburban,7,14,0,5,Personal Auto,Offer2,Large
4810,0,Four-Door Car,61.715527,Agent,5757.489397,Basic,10/2/2011,Employed,F,81491,Divorced,72,No,Rural,21,24,0,3,Personal Auto,Offer3,Medsize
4811,0,SUV,114.972914,Call Center,39365.29616,Basic,1/14/11,Employed,F,99875,Divorced,108,No,Rural,12,37,0,2,Personal Auto,Offer3,Medsize
4812,0,SUV,545.291103,Agent,5555.492159,Extended,1/27/11,Employed,F,51705,Married,139,No,Urban,26,79,0,1,Personal Auto,Offer1,Medsize
4813,0,Luxury SUV,381.306996,Web,23893.3041,Extended,6/2/2011,Employed,F,39837,Married,201,No,Rural,11,63,0,2,Corporate Auto,Offer1,Medsize
4814,0,Two-Door Car,388.8,Web,9594.78115,Extended,2/2/2011,Employed,F,31421,Married,81,No,Suburban,5,95,0,2,Personal Auto,Offer3,Medsize
4815,0,SUV,420.434259,Web,5411.936509,Extended,1/15/11,Employed,M,81531,Married,135,No,Urban,23,50,0,1,Personal Auto,Offer2,Small
4816,2,Four-Door Car,321.6,Call Center,5318.89664,Basic,12/1/2011,Employed,F,25134,Married,67,Yes,Suburban,3,0,0,6,Corporate Auto,Offer2,Small
4817,0,Four-Door Car,465.6,Branch,7731.713059,Extended,11/2/2011,Employed,F,37386,Married,97,No,Suburban,1,4,0,3,Corporate Auto,Offer1,Large
4818,0,Four-Door Car,316.8,Branch,2004.350666,Basic,2/22/11,Unemployed,F,0,Divorced,66,Yes,Suburban,16,35,4,1,Corporate Auto,Offer1,Small
4819,0,Four-Door Car,111.586995,Web,5510.965059,Basic,1/21/11,Employed,F,99553,Married,68,No,Rural,14,85,0,6,Corporate Auto,Offer4,Medsize
4820,2,SUV,1159.2,Call Center,11158.12643,Premium,2/18/11,Unemployed,F,0,Single,161,No,Suburban,19,71,0,9,Corporate Auto,Offer1,Small
4821,2,Two-Door Car,272.024652,Agent,5390.27165,Basic,2/23/11,Employed,M,70705,Married,69,No,Urban,31,61,2,6,Personal Auto,Offer1,Medsize
4822,0,Four-Door Car,9.424668,Agent,2658.217729,Basic,12/1/2011,Employed,F,22724,Single,69,No,Rural,21,39,0,1,Personal Auto,Offer3,Medsize
4823,2,SUV,603.819794,Web,8826.611996,Basic,2/24/11,Employed,F,26320,Married,111,No,Suburban,3,92,0,9,Corporate Auto,Offer1,Large
4824,2,Four-Door Car,806.534801,Agent,4713.404623,Basic,1/15/11,Unemployed,M,0,Single,69,No,Suburban,7,90,0,8,Personal Auto,Offer1,Medsize
4825,0,Four-Door Car,425.266308,Branch,2393.915369,Basic,1/31/11,Unemployed,M,0,Single,70,Yes,Suburban,24,10,0,1,Personal Auto,Offer1,Medsize
4826,0,Two-Door Car,50.32306,Web,11895.18188,Extended,2/28/11,Employed,F,88218,Divorced,99,No,Rural,9,25,0,2,Personal Auto,Offer2,Large
4827,2,Four-Door Car,235.895575,Branch,5580.960642,Basic,2/16/11,Employed,M,25180,Married,70,No,Urban,21,44,0,9,Personal Auto,Offer2,Medsize
4828,2,SUV,132.041491,Branch,8617.550432,Basic,6/1/2011,Employed,F,48091,Married,108,No,Rural,30,66,0,9,Personal Auto,Offer1,Medsize
4829,0,SUV,25.713622,Branch,3940.123576,Basic,3/2/2011,Employed,M,92539,Single,100,No,Rural,1,55,0,1,Corporate Auto,Offer2,Medsize
4830,0,Four-Door Car,38.379869,Call Center,2448.765205,Basic,2/14/11,Employed,F,40658,Married,61,No,Rural,24,79,1,1,Personal Auto,Offer3,Medsize
4831,0,SUV,163.9498,Web,4439.677708,Basic,1/26/11,Employed,M,75453,Married,112,No,Rural,6,90,0,1,Special Auto,Offer2,Medsize
4832,0,Four-Door Car,307.2,Call Center,2534.946955,Basic,4/1/2011,Employed,M,94003,Single,64,No,Suburban,14,39,0,1,Personal Auto,Offer2,Medsize
4833,1,Luxury SUV,1046.4,Agent,17420.56565,Extended,2/14/11,Employed,M,31737,Married,218,No,Suburban,17,2,0,3,Personal Auto,Offer1,Medsize
4834,0,Four-Door Car,425.266308,Branch,2393.915369,Basic,1/31/11,Unemployed,M,0,Single,70,Yes,Suburban,24,10,0,1,Personal Auto,Offer1,Medsize
4835,0,Four-Door Car,340.8,Branch,2681.332102,Basic,4/2/2011,Unemployed,F,0,Married,71,No,Suburban,2,94,1,1,Personal Auto,Offer1,Small
4836,0,Four-Door Car,1343.619461,Call Center,4272.80504,Premium,2/20/11,Unemployed,F,0,Single,114,No,Suburban,0,75,0,1,Personal Auto,Offer1,Small
4837,1,Luxury Car,1090.122048,Web,15284.33065,Basic,2/16/11,Employed,M,48885,Married,190,No,Suburban,31,90,0,9,Personal Auto,Offer3,Medsize
