,cc2_miles,Qual_miles,cc1_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
1148,1,0,1,1,17303,20,2000,8,5464,2
1149,2,0,1,1,6894,13,0,0,5547,2
1150,1,2919,1,1,17950,17,4450,11,5162,2
1151,1,0,1,1,1625,6,0,0,5518,2
1152,1,0,1,1,1000,1,0,0,5598,2
1153,1,0,3,1,17494,15,0,0,5588,2
1154,1,0,5,1,64754,22,0,0,5427,0
1155,1,0,3,1,25891,14,150,1,5399,2
1156,1,0,1,1,5032,10,0,0,5500,2
1157,1,0,3,1,12744,21,0,0,5492,0
1158,1,0,5,1,63706,14,0,0,5505,0
1159,1,0,1,1,0,0,0,0,5464,2
1160,1,0,3,1,17235,14,0,0,5351,2
1161,1,0,1,1,0,0,0,0,5427,2
1162,1,0,3,1,22914,11,0,0,5476,2
1163,1,0,5,1,77333,39,0,0,5517,0
1164,1,0,2,1,11712,25,0,0,5499,2
1165,1,0,3,1,14766,12,0,0,4950,0
1166,1,0,1,1,4231,7,0,0,5615,2
1167,1,0,1,1,1625,3,500,1,5609,2
1168,1,0,4,1,38127,15,500,1,5602,0
1169,1,0,4,1,29271,15,0,0,5609,0
1170,1,0,2,1,9302,11,0,0,5597,2
1171,1,0,3,1,21873,22,1200,4,5594,0
1172,1,0,3,1,18120,18,2000,4,5589,0
1173,1,0,3,1,15891,19,0,0,5588,2
1174,1,0,3,1,15392,15,100,1,5584,2
1175,1,0,3,1,14506,13,0,0,5583,2
1176,1,0,3,1,13175,20,1850,6,5581,0
1177,1,11148,3,1,12717,10,0,0,5576,0
1178,1,0,4,1,28959,14,0,0,5594,0
1179,1,0,1,1,26996,7,0,0,5566,2
1180,1,0,1,1,375,3,0,0,5570,2
1181,1,888,5,1,57011,18,50,1,5559,0
1182,1,0,1,1,2850,3,350,1,5555,2
1183,1,0,3,1,17910,13,0,0,5547,2
1184,1,0,1,1,6000,3,0,0,5542,2
1185,1,0,3,1,23960,15,0,0,5539,2
1186,1,0,4,1,38243,25,0,0,5324,0
1187,1,0,1,1,12450,30,2450,29,5069,2
1188,1,0,1,1,18372,15,1450,4,5373,2
1189,1,0,1,1,0,0,0,0,5118,2
1190,1,0,1,1,5565,4,0,0,5380,2
1191,1,0,1,1,2935,6,0,0,4692,2
1192,1,0,1,1,827,11,0,0,5244,2
1193,1,0,4,1,35841,31,500,1,5401,0
1194,1,0,1,1,0,0,0,0,5164,2
1195,1,0,1,1,1500,5,0,0,4923,2
1196,1,0,1,1,1800,4,800,3,5332,2
1197,1,0,1,1,3250,12,0,0,5017,2
1198,1,0,1,1,0,0,0,0,4950,2
1199,1,0,1,1,0,0,0,0,5325,2
1200,1,0,1,1,3147,14,0,0,5365,2
1201,1,0,1,1,2000,9,0,0,5304,2
1202,1,0,1,1,0,0,0,0,5105,2
1203,1,0,1,1,4296,10,0,0,5190,2
1204,1,0,1,1,1875,8,0,0,5147,2
1205,1,0,1,1,1250,3,0,0,5532,2
1206,1,0,1,1,15300,19,3800,17,5267,2
1207,1,0,1,1,900,3,800,2,5107,2
1208,1,0,4,1,39098,18,2594,4,4922,0
1209,1,0,1,1,3600,4,100,1,5412,2
1210,1,0,4,1,38180,23,1450,5,5029,0
1211,1,0,3,1,12504,16,0,0,5372,0
1212,1,0,1,1,0,0,0,0,5175,2
1213,1,0,3,1,19669,18,1500,3,5344,0
1214,1,0,1,1,1250,3,0,0,5395,2
1215,1,0,4,1,40945,13,0,0,5379,0
1216,1,0,3,1,11981,14,0,0,5408,2
1217,1,0,1,1,2550,5,1050,3,5419,2
1218,1,0,1,1,0,0,0,0,5353,2
1219,1,0,1,1,28904,9,2303,4,5408,2
1220,1,10098,1,1,9850,11,1850,6,5429,2
1221,1,0,4,1,52449,19,150,1,5441,0
1222,1,0,1,1,7819,17,0,0,5080,2
1223,1,0,3,1,13690,16,0,0,5272,0
1224,1,745,5,1,101110,27,1700,5,5231,0
1225,1,5124,2,1,11160,26,0,0,5238,2
1226,1,0,5,1,101685,16,0,0,5267,0
1227,1,0,3,1,15835,15,0,0,5343,2
1228,1,0,1,1,0,0,0,0,5155,2
1229,1,0,1,1,1600,4,350,2,5101,2
1230,1,0,1,1,3676,10,0,0,5309,2
1231,1,0,1,1,0,0,0,0,5268,2
1232,1,0,2,1,5321,15,0,0,4989,2
1233,1,0,1,1,16950,4,0,0,5364,2
1234,1,0,1,1,6155,25,1500,3,5322,2
1235,1,0,1,1,1250,4,500,1,5330,2
1236,1,0,1,1,6950,17,6950,17,5345,2
1237,1,0,1,1,1350,4,0,0,5359,2
1238,1,0,1,1,5000,1,0,0,5162,2
1239,1,0,1,1,0,0,0,0,5374,2
1240,1,0,1,1,14150,11,2150,9,5400,2
1241,1,0,3,1,13495,14,0,0,4548,0
1242,1,0,2,1,5577,10,0,0,5531,2
1243,1,967,1,1,0,0,0,0,5309,2
1244,1,0,4,4,98717,30,0,0,5531,0
1245,1,0,3,1,30652,30,2348,8,5531,2
1246,1,0,1,1,2150,2,150,1,5531,2
1247,1,0,3,1,12538,19,600,2,5353,0
1248,1,0,2,1,10522,14,1430,1,5154,2
1249,1,0,2,1,11761,35,371,2,5371,2
1250,1,0,4,1,35226,18,1734,2,5283,0
1251,1,0,1,1,300,3,0,0,5275,2
1252,1,0,2,1,14559,20,1310,2,5521,2
1253,1,0,3,1,13844,5,0,0,5517,2
1254,1,0,3,1,17045,20,500,1,5510,0
1255,1,0,1,1,0,0,0,0,5505,2
1256,1,2408,1,1,25261,15,750,2,5499,2
1257,1,0,1,1,50,1,50,1,5499,2
1258,1,0,5,1,53602,25,50,1,5485,0
1259,1,0,3,1,25153,7,0,0,5845,2
1260,1,0,3,1,22581,13,0,0,5471,2
1261,1,0,1,1,5700,6,1200,4,5465,2
1262,1,0,1,1,8425,15,4700,11,5487,2
1263,1,0,1,1,1,3,0,0,5461,2
1264,1,0,1,1,3105,6,100,2,5455,2
1265,1,0,1,1,2402,13,0,0,5449,2
1266,1,0,4,1,40825,14,0,0,5443,0
1267,1,0,1,1,4500,15,0,0,5442,2
1268,1,0,4,1,46808,32,0,0,5435,0
1269,1,0,5,1,62774,21,0,0,5430,0
1270,3,0,1,1,10819,13,0,0,5427,2
1271,1,0,1,1,2000,4,2000,4,4904,2
1272,1,0,1,1,1329,5,500,1,4267,2
1273,1,0,5,1,53468,19,400,1,5080,0
1274,1,0,1,1,5500,3,0,0,5181,2
1275,1,0,1,1,4066,12,0,0,5434,2
1276,1,0,1,1,0,0,0,0,5786,2
1277,1,0,1,1,24100,9,0,0,5420,2
1278,1,0,1,1,162,4,0,0,5416,2
1279,1,0,2,1,8598,8,0,0,5416,2
1280,1,0,1,1,1375,4,0,0,5411,2
1281,1,0,4,1,49100,16,1500,3,5405,0
1282,1,0,4,1,32117,35,2200,5,5408,0
1283,1,0,4,1,45824,29,0,0,5394,0
1284,1,0,1,1,1500,2,0,0,5393,2
1285,1,0,5,1,63335,26,250,1,5021,0
1286,1,0,1,1,5140,2,0,0,4786,2
1287,1,0,2,1,5561,13,0,0,5302,2
1288,1,0,5,1,56381,17,0,0,5051,0
1289,1,0,1,1,10250,2,250,1,5301,2
1290,1,0,1,1,200,2,200,2,5272,2
1291,1,0,1,1,1000,1,0,0,5204,2
1292,1,0,1,1,8600,13,2600,9,5111,2
1293,1,0,5,1,67795,16,0,0,5132,0
1294,1,0,1,1,2250,11,0,0,5051,2
1295,1,0,4,1,45629,13,500,1,4989,0
1296,1,0,1,1,0,0,0,0,4965,2
1297,1,0,1,1,2601,13,0,0,5071,2
1298,1,867,1,1,9500,20,2500,16,4967,2
1299,1,0,1,1,4374,5,1874,4,5063,2
1300,1,0,3,4,43993,40,2150,7,5030,0
1301,1,0,1,1,0,0,0,0,5087,2
1302,1,1846,1,1,3350,12,3350,12,3930,2
1303,1,0,2,1,5740,13,0,0,4974,2
1304,1,0,1,1,8500,3,0,0,5164,2
1305,1,0,1,1,4788,6,808,3,4544,2
1306,1,0,5,1,58314,25,800,7,4736,0
1307,1,0,2,1,6785,12,0,0,4606,0
1308,1,0,1,1,1135,13,0,0,4996,2
1309,1,0,1,1,0,0,0,0,5072,2
1310,1,0,4,1,39276,20,0,0,4936,0
1311,1,0,1,1,3125,11,0,0,4117,2
1312,1,0,1,1,0,0,0,0,4994,2
1313,1,0,4,1,26916,15,500,1,5078,0
1314,1,1000,5,1,72965,31,3000,11,4666,0
1315,1,0,4,1,30347,19,0,0,4792,0
1316,1,0,2,1,20630,8,0,0,5384,2
1317,1,0,3,1,24630,17,0,0,5240,0
1318,1,0,1,1,0,0,0,0,5150,2
1319,1,1514,1,1,11268,13,2176,2,5069,2
1320,1,0,3,1,19408,13,0,0,5174,0
1321,1,0,5,1,77045,38,1648,10,4996,0
1322,1,0,1,1,3750,9,0,0,5210,2
1323,1,0,1,1,0,0,0,0,5189,2
1324,1,0,1,1,200,3,0,0,5383,2
1325,1,0,4,1,49068,13,0,0,5383,0
1326,1,0,2,1,6558,10,0,0,5276,2
1327,1,0,4,1,44133,16,0,0,4313,0
1328,1,0,1,1,2710,3,0,0,5064,2
1329,1,0,2,1,9192,15,0,0,4993,2
1330,1,0,1,1,4125,24,0,0,4539,2
1331,1,0,1,1,99,1,99,1,5055,2
1332,1,0,1,1,200,1,0,0,4933,2
1333,1,0,1,1,0,0,0,0,5098,2
1334,1,0,1,1,0,0,0,0,5118,2
1335,1,0,1,1,5667,4,0,0,4937,2
1336,1,0,1,1,3254,7,0,0,4602,2
1337,1,8019,4,1,44298,16,50,1,5155,0
1338,1,0,1,1,2350,2,350,1,5167,2
1339,1,0,3,1,20487,20,0,0,5282,0
1340,1,0,1,1,625,5,0,0,5184,2
1341,1,0,3,1,12930,18,0,0,5050,0
1342,1,500,1,1,4752,8,2121,6,5070,2
1343,1,763,1,1,5190,5,0,0,4828,2
1344,1,0,3,1,21809,14,100,1,5070,0
1345,1,0,1,1,2200,9,1000,5,5192,2
1346,1,0,1,1,2275,9,0,0,5084,2
1347,1,0,2,1,24687,14,500,1,4924,0
1348,1,0,1,1,5720,10,800,3,5092,2
1349,1,0,3,1,12616,14,0,0,5199,0
1350,1,0,1,1,750,4,700,2,4924,2
1351,1,0,3,1,16951,14,0,0,5282,2
1352,1,0,4,1,33378,15,0,0,5185,0
1353,1,0,5,1,52278,17,0,0,5079,0
1354,1,0,2,1,24612,6,0,0,5270,2
1355,1,0,2,1,10004,3,0,0,5244,2
1356,1,0,2,1,14712,17,100,1,5189,0
1357,1,0,1,1,3691,6,500,1,5251,2
1358,1,0,4,1,35574,19,0,0,5031,0
1359,1,1000,1,1,0,0,0,0,5066,2
1360,1,0,1,1,0,0,0,0,5050,2
1361,1,0,1,1,1000,1,0,0,5227,2
1362,1,0,3,1,23288,17,0,0,5210,0
1363,1,0,1,1,200,1,200,1,5254,2
1364,1,0,5,1,98535,40,2550,9,5202,0
1365,1,0,2,1,8940,17,0,0,4791,0
1366,1,0,1,1,490,3,0,0,5147,2
1367,1,0,1,1,2500,3,1000,2,4688,2
1368,1,0,1,1,0,0,0,0,4769,2
1369,1,0,1,1,1100,3,1100,3,5163,2
1370,1,0,3,1,10811,15,0,0,4695,0
1371,1,0,1,1,0,0,0,0,5072,2
1372,1,0,4,1,31769,18,0,0,5381,0
1373,1,0,1,1,2661,10,0,0,5380,2
1374,1,0,1,1,1550,3,1050,2,5379,2
1375,1,0,1,1,0,0,0,0,5401,2
1376,1,0,1,1,17587,7,0,0,5367,2
1377,1,0,1,1,0,0,0,0,5367,2
1378,1,0,4,1,48193,17,1000,2,5365,0
1379,1,0,5,1,62042,23,350,1,5358,0
1380,1,0,3,1,20108,17,0,0,5352,0
1381,1,0,1,1,2570,13,0,0,5350,2
1382,1,0,4,1,45406,16,200,1,5311,0
1383,2,0,1,1,7748,16,0,0,5310,2
1384,1,2556,5,1,82255,24,0,0,5345,0
1385,1,0,4,1,50752,16,0,0,5487,0
1386,1,0,1,1,17100,4,100,1,5335,2
1387,1,0,1,1,850,4,350,3,5329,2
1388,1,0,2,1,5644,13,0,0,5324,2
1389,2,0,1,1,12755,22,2450,7,5323,2
1390,1,0,1,1,475,4,0,0,5318,2
1391,1,0,1,1,4625,28,0,0,5317,2
1392,1,0,1,1,2750,15,0,0,5315,2
1393,1,0,1,1,100,1,0,0,5340,2
1394,1,0,5,1,56754,14,0,0,5302,0
1395,1,0,3,1,23831,16,0,0,5297,0
1396,1,0,1,1,1100,6,0,0,5295,2
1397,1,0,5,1,61926,29,806,8,5288,0
1398,1,0,1,1,0,0,0,0,5286,2
1399,1,0,3,1,11474,11,0,0,5283,0
1400,1,0,3,1,15184,13,0,0,5279,2
1401,1,0,4,1,31975,21,0,0,5275,0
1402,1,0,1,1,5398,16,0,0,5268,2
1403,1,0,1,1,5040,2,0,0,5262,2
1404,1,0,1,1,3300,9,3300,9,5259,2
1405,1,0,4,1,40763,19,550,2,5259,0
1406,1,0,4,1,36028,19,100,2,5253,0
1407,1,1000,4,1,22206,17,100,1,5248,0
1408,1,0,3,1,11312,13,0,0,5245,2
1409,1,0,1,1,0,0,0,0,5240,2
1410,1,0,1,1,2299,9,0,0,5234,2
1411,1,0,5,1,77923,15,0,0,5231,0
1412,1,0,1,1,1647,9,0,0,5225,2
1413,1,0,4,1,37056,15,0,0,5219,0
1414,1,0,5,1,62083,15,250,1,5213,0
1415,1,4924,4,1,37173,13,0,0,5209,0
1416,1,0,1,1,2125,7,500,1,5203,2
1417,1,0,1,1,6962,21,1500,7,5202,2
1418,1,0,4,1,29188,27,0,0,5397,0
1419,1,0,4,1,37451,24,400,2,5189,0
1420,1,1697,4,1,37257,14,500,1,5178,0
1421,1,0,1,1,0,0,0,0,5174,2
1422,1,0,5,1,92740,20,0,0,5170,0
1423,1,0,1,1,100,1,0,0,4926,2
1424,1,0,3,1,14857,11,200,1,2587,0
1425,1,1739,4,1,48670,19,500,2,4352,0
1426,1,0,1,1,5304,19,0,0,4841,2
1427,1,0,3,1,15518,13,343,1,4660,0
1428,1,500,1,1,3600,12,3500,11,5045,2
1429,1,0,4,1,33765,19,50,1,4888,0
1430,1,0,4,1,44238,18,0,0,4716,0
1431,1,0,1,1,333,2,333,2,3601,2
1432,1,0,1,1,1840,4,0,0,5168,2
1433,1,0,1,1,6250,27,3750,26,4497,2
1434,1,0,1,1,4375,14,0,0,4978,2
1435,1,0,1,1,450,3,450,3,5050,2
1436,1,0,5,1,66546,20,4130,4,5009,0
1437,1,0,1,1,4000,18,0,0,5168,2
1438,1,0,4,1,39163,14,350,1,5157,0
1439,1,0,1,1,3544,12,0,0,5153,2
1440,1,0,1,1,1500,3,1500,3,5149,2
1441,1,0,5,1,59645,21,0,0,5147,0
1442,1,2370,1,1,3450,5,950,4,5147,2
1443,1,0,1,1,2100,10,0,0,5139,2
1444,1,0,1,1,300,3,0,0,5128,2
1445,1,0,3,1,11098,16,0,0,5121,0
1446,1,0,1,1,7251,5,6251,4,5120,2
1447,1,0,1,1,0,0,0,0,5114,2
1448,1,0,2,1,5835,4,0,0,5153,2
1449,1,0,3,1,12948,13,300,1,5108,0
1450,1,0,5,1,51240,19,0,0,5105,0
1451,1,0,2,1,7206,14,0,0,5136,2
1452,1,0,4,1,42469,18,0,0,5107,0
1453,1,0,4,1,37122,38,1800,6,5091,0
1454,1,0,1,1,125,1,0,0,5087,2
1455,1,0,4,1,33912,14,0,0,5085,0
1456,1,0,3,1,13060,9,0,0,5084,0
1457,1,0,2,1,9058,11,0,0,5080,2
1458,1,0,2,1,10007,18,0,0,5080,2
1459,1,0,1,1,12584,9,4084,4,5079,2
1460,1,0,1,1,50,1,50,1,5073,2
1461,1,0,5,1,63679,29,0,0,5093,0
1462,1,0,5,1,65264,21,250,1,5064,0
1463,1,0,4,1,47089,15,0,0,4859,0
1464,1,0,1,1,0,0,0,0,4926,2
1465,1,0,1,1,380,3,0,0,4986,2
1466,1,0,1,1,2600,14,0,0,4604,2
1467,1,0,1,1,11422,10,0,0,4993,2
1468,1,0,1,1,0,0,0,0,4960,2
1469,1,0,2,1,10334,15,0,0,4884,2
1470,1,0,4,1,33923,20,1100,2,4856,0
1471,1,0,4,1,43298,16,500,1,4867,0
1472,1,0,1,1,0,0,0,0,4898,2
1473,1,0,3,1,21704,14,0,0,4023,0
1474,1,0,1,1,0,0,0,0,4870,2
1475,1,0,1,1,5780,6,0,0,4600,2
1476,1,6168,1,1,27500,11,1500,3,4974,2
1477,1,0,5,1,53804,15,350,1,4840,0
1478,1,0,1,1,4000,11,0,0,4944,2
1479,1,0,5,1,56204,31,500,1,4429,0
1480,1,0,1,1,0,0,0,0,4996,2
1481,1,0,4,1,45312,18,0,0,4471,0
1482,1,0,1,1,2375,12,0,0,4111,2
1483,1,0,4,1,44146,27,2510,4,4803,0
1484,1,925,1,1,4100,6,1600,5,4712,2
1485,1,0,1,1,2520,7,0,0,4726,2
1486,1,0,5,1,63372,19,500,1,5056,0
1487,1,0,1,1,0,0,0,0,5051,2
1488,1,2288,4,1,63385,22,350,1,5045,0
1489,1,0,1,1,8370,30,6520,28,5042,2
1490,1,0,1,1,15214,4,0,0,5036,2
1491,1,0,1,1,1113,7,0,0,5036,2
1492,1,0,1,1,1750,4,750,3,5030,2
1493,1,0,1,1,1586,9,0,0,4933,2
1494,1,0,3,1,17872,15,0,0,4563,0
1495,1,0,1,1,569,8,0,0,4651,2
1496,1,0,5,1,71013,18,1050,3,4925,0
1497,1,0,1,1,950,6,200,3,4685,2
1498,1,1000,1,1,10000,1,0,0,4820,2
1499,1,0,1,1,2045,4,0,0,4643,2
1500,1,1467,1,1,9275,20,1300,6,4657,2
1501,1,1846,3,1,34997,14,0,0,4848,2
1502,1,0,1,1,1625,6,0,0,4747,2
1503,1,0,4,1,51765,18,450,1,4770,0
1504,1,0,1,1,18781,12,300,3,4672,2
1505,1,0,3,1,27471,20,1600,7,4905,0
1506,1,0,2,1,9889,15,100,1,4903,2
1507,1,0,1,1,2193,11,0,0,4419,2
1508,1,0,1,1,1170,2,0,0,4615,2
1509,1,0,1,1,4375,27,0,0,4566,2
1510,1,0,1,1,2250,13,0,0,4523,2
1511,1,0,1,1,0,0,0,0,4744,2
1512,1,0,1,1,600,2,0,0,4926,2
1513,1,1704,1,1,11564,8,700,2,4847,2
1514,1,0,3,1,17139,12,0,0,4875,0
1515,1,0,1,1,540,3,0,0,4901,2
1516,1,2329,1,1,4475,10,100,1,4545,2
1517,1,0,1,1,8000,3,0,0,4588,2
1518,1,0,1,1,4000,4,1000,2,4889,2
1519,1,0,4,1,32774,13,500,1,4300,0
1520,1,0,1,1,5942,13,3192,11,4758,2
1521,1,0,3,1,16671,18,2339,2,4884,0
1522,1,0,1,1,0,0,0,0,4104,2
1523,1,0,3,1,23592,16,500,1,5024,0
1524,1,0,3,1,25394,14,1000,2,5021,0
1525,1,0,5,1,55874,24,0,0,5015,0
1526,1,0,4,1,33949,15,0,0,5009,0
1527,2,0,1,1,7308,16,550,3,5003,2
1528,1,0,1,1,4550,11,1300,7,5002,2
1529,1,1099,1,1,62650,37,12400,29,4996,2
1530,1,0,1,1,4309,13,0,0,4995,2
1531,1,0,1,1,4826,16,500,2,4993,2
1532,1,1505,1,1,0,0,0,0,4986,2
1533,1,0,3,1,25369,16,2729,2,4981,0
1534,1,0,4,1,27166,15,550,1,4974,0
1535,1,0,1,1,6500,38,0,0,4974,2
1536,1,0,4,1,35282,21,0,0,4972,0
1537,1,0,1,1,2125,10,0,0,4967,2
1538,1,0,3,1,15510,15,0,0,4965,0
1539,1,0,5,1,68136,14,0,0,4960,0
1540,1,0,1,1,0,0,0,0,4957,2
1541,2,0,1,1,9048,11,0,0,4951,2
1542,1,0,5,1,60922,22,550,2,4946,0
1543,1,0,1,1,6750,26,0,0,4940,2
1544,1,0,1,1,0,0,0,0,4496,2
1545,1,6920,3,1,20443,18,1310,4,3916,0
1546,1,0,5,1,71867,36,0,0,4692,0
1547,1,2139,4,1,52013,31,4309,12,4469,0
1548,1,0,1,1,104,2,0,0,4215,2
1549,1,0,2,1,10369,12,0,0,3547,0
1550,1,0,4,1,28340,13,0,0,3676,0
1551,1,0,1,1,3174,9,0,0,3930,2
1552,1,0,1,1,3658,12,0,0,3706,2
1553,1,0,1,1,1164,3,0,0,3603,2
1554,1,0,1,1,965,3,0,0,3757,2
1555,1,0,3,1,16331,15,350,1,3544,0
1556,1,0,1,1,8500,4,0,0,4716,2
1557,1,0,3,1,23492,14,0,0,4868,0
1558,1,0,1,1,648,2,0,0,3951,2
1559,1,0,3,1,13018,16,0,0,3799,0
1560,1,0,2,1,7160,15,0,0,4595,0
1561,1,4481,1,1,0,0,0,0,4198,2
1562,1,0,1,1,0,0,0,0,4491,2
1563,1,0,1,1,1700,5,700,4,4482,2
1564,1,0,1,1,0,0,0,0,4170,2
1565,1,0,1,1,675,6,500,2,2818,2
1566,1,0,3,1,20533,14,0,0,4408,0
1567,1,0,1,1,13000,1,0,0,4761,2
1568,1,0,1,1,2750,15,0,0,4776,2
1569,1,0,5,1,78864,26,0,0,4321,0
1570,1,0,1,1,0,0,0,0,4232,2
1571,1,0,1,1,1058,8,683,7,3456,2
1572,1,0,3,1,20839,16,50,1,4497,0
1573,1,0,3,1,14063,16,500,1,4660,0
1574,1,0,1,1,6164,4,150,1,4782,2
1575,1,0,2,1,7742,9,0,0,4692,0
1576,1,0,1,1,3000,7,0,0,4148,2
1577,1,0,1,1,6000,3,0,0,4341,2
1578,1,0,1,1,1273,4,173,1,4646,2
1579,1,0,1,1,1958,17,0,0,3714,2
1580,1,0,1,1,0,0,0,0,4635,2
1581,1,0,1,1,4039,12,0,0,4328,2
1582,1,0,1,1,255,5,0,0,4315,2
1583,1,0,3,1,26633,12,0,0,4509,0
1584,1,0,3,1,16237,26,0,0,4152,0
1585,1,0,2,1,6139,9,0,0,4667,0
1586,1,0,1,1,1195,3,0,0,4856,2
1587,1,0,1,1,1113,3,0,0,4860,2
1588,1,1448,1,1,12500,6,0,0,4701,2
1589,1,0,4,1,34770,14,0,0,4827,0
1590,1,0,1,1,4652,13,0,0,4849,2
1591,1,0,1,1,1500,5,0,0,4755,2
1592,1,0,3,1,20910,18,402,1,4811,0
1593,1,0,1,1,30988,14,12988,9,4848,2
1594,1,0,1,1,969,12,0,0,4663,2
1595,1,0,1,1,5115,20,3400,16,4865,2
1596,1,0,1,1,15500,4,500,1,4761,2
1597,1,0,4,1,49987,17,0,0,4798,0
1598,1,0,1,1,4044,10,0,0,4595,2
1599,1,250,2,1,32316,20,1350,8,4828,0
1600,1,0,1,1,181,3,0,0,4756,2
1601,1,0,1,1,0,0,0,0,4456,2
1602,1,0,5,1,75509,13,0,0,4784,0
1603,1,0,1,1,0,0,0,0,4650,2
1604,1,0,2,1,7346,13,0,0,4653,0
1605,1,0,4,1,50888,26,0,0,4744,0
1606,1,0,1,1,500,1,0,0,4730,2
1607,1,0,1,1,1000,4,1000,4,4275,2
1608,1,0,1,1,2375,12,0,0,4663,2
1609,1,0,1,1,6000,6,0,0,4574,2
1610,1,0,1,1,1000,2,500,1,4786,2
1611,1,0,1,1,3070,5,0,0,4750,2
1612,1,0,4,1,36476,13,0,0,4644,0
1613,1,0,4,1,47270,14,0,0,4352,0
1614,1,0,1,1,303,8,0,0,3511,2
1615,1,0,4,1,33237,15,0,0,4665,0
1616,1,0,3,1,25962,20,0,0,4631,0
1617,1,0,1,1,1188,9,0,0,4791,2
1618,1,0,5,1,102840,11,0,0,4791,0
1619,1,0,5,1,56890,21,0,0,4791,0
1620,1,0,1,1,11430,14,6430,11,4791,2
1621,1,0,1,1,0,0,0,0,4939,2
1622,1,0,4,1,27200,16,0,0,4926,0
1623,1,0,1,1,10121,13,4621,10,4930,2
1624,1,783,4,1,40533,24,250,1,4791,0
1625,1,0,2,1,22973,3,0,0,4805,2
1626,1,0,3,1,27148,15,0,0,4806,0
1627,1,0,1,1,5500,21,500,2,4843,2
1628,1,2643,4,1,30299,20,1100,6,4793,0
1629,1,2360,3,1,12241,12,0,0,4777,2
1630,1,0,4,1,28325,13,0,0,4919,0
1631,1,0,1,1,2587,10,0,0,4824,2
1632,1,0,5,1,58745,14,0,0,4827,0
1633,1,0,5,1,120983,18,0,0,4827,0
1634,1,0,3,1,23718,16,0,0,4755,0
1635,1,0,3,1,17638,24,0,0,4820,0
1636,1,0,1,1,815,5,815,5,4931,2
1637,1,0,3,1,17490,15,0,0,4919,0
1638,1,0,1,1,0,0,0,0,4903,2
1639,1,0,4,1,68988,51,2069,8,4916,0
1640,1,0,1,1,2737,14,0,0,4905,2
1641,1,0,4,1,48140,21,0,0,4895,0
1642,1,0,5,1,94161,17,1000,2,4903,0
1643,1,0,3,1,20918,14,0,0,4895,0
1644,1,0,2,1,13635,21,1100,1,4895,0
1645,1,2364,4,1,35314,23,1100,3,4883,0
1646,1,0,1,1,100,1,0,0,4888,2
1647,1,0,3,1,23572,12,100,1,4888,0
1648,1,0,1,1,4164,12,0,0,4881,2
1649,1,0,1,1,0,0,0,0,4882,2
1650,1,0,4,1,31961,16,0,0,4971,0
1651,1,0,4,1,45167,13,0,0,4906,0
1652,1,0,1,1,12900,8,950,4,4853,2
1653,1,0,3,1,24046,23,0,0,4862,0
1654,1,0,3,1,12678,8,150,1,4862,0
1655,1,0,3,1,13301,12,0,0,4849,0
1656,1,0,4,1,37889,15,1000,2,4841,0
1657,1,0,5,1,51335,9,0,0,4842,0
1658,1,0,1,1,1766,10,0,0,4827,2
1659,1,0,1,1,10500,5,0,0,4791,2
1660,1,0,1,1,3450,3,950,2,4754,2
1661,1,0,1,1,1100,3,1100,3,4783,2
1662,1,0,4,1,48932,15,0,0,4775,0
1663,1,0,4,1,28756,20,900,2,4775,0
1664,1,0,1,1,2750,15,0,0,4751,2
1665,1,0,1,1,0,0,0,0,4755,2
1666,1,0,4,1,55903,17,500,1,4761,0
1667,1,2396,1,1,3103,10,0,0,4754,2
1668,1,0,1,1,3833,21,1762,9,4638,2
1669,1,0,1,1,15942,8,1442,5,4741,2
1670,1,0,1,1,130,3,0,0,4730,2
1671,1,0,5,1,78931,15,0,0,4734,0
1672,1,0,1,1,0,0,0,0,4733,2
1673,1,0,4,1,47848,22,500,1,4784,0
1674,1,0,4,1,31226,13,0,0,4727,0
1675,1,0,1,1,7720,26,500,2,4723,2
1676,1,1362,1,1,11611,40,10075,36,4708,2
1677,1,0,1,1,1950,7,1200,4,4701,2
1678,1,0,1,1,4413,5,0,0,4707,2
1679,1,0,1,1,4400,4,400,1,4706,2
1680,1,0,5,1,119512,33,500,1,4702,0
1681,1,0,4,1,45113,17,1000,2,4699,0
1682,1,0,1,1,4100,9,2500,5,4691,2
1683,1,0,5,1,67836,17,0,0,4692,0
1684,1,0,1,1,500,4,0,0,4684,2
1685,1,0,1,1,19137,13,0,0,4684,2
1686,1,0,1,1,3175,5,0,0,4679,2
1687,1,0,4,1,52423,15,0,0,4674,0
1688,1,0,4,1,28723,13,0,0,4671,0
1689,1,0,3,1,23821,16,0,0,4673,0
1690,1,0,3,1,23871,15,0,0,4660,0
1691,1,0,5,1,59855,32,1193,2,4663,0
1692,1,0,4,1,29318,11,0,0,4667,0
1693,1,0,1,1,3150,3,650,2,4664,2
1694,1,0,1,1,16070,12,0,0,4658,2
1695,1,5583,1,1,9557,5,0,0,4664,2
1696,1,0,1,1,375,3,0,0,4659,2
1697,1,0,1,1,2875,16,0,0,4656,2
1698,1,1000,1,1,10200,3,200,2,4656,2
1699,1,0,3,1,15720,11,0,0,4649,0
1700,1,0,2,1,8322,12,0,0,4645,0
1701,1,0,1,1,6772,7,250,1,4698,2
1702,1,0,4,1,29117,16,350,1,4625,0
