,Bonus_trans,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles
1527,16,23965,0,1,2,1,7308
1528,11,45766,0,1,1,1,4550
1529,37,57857,1099,1,1,1,62650
1530,13,19998,0,1,1,1,4309
1531,16,29506,0,1,1,1,4826
1532,0,6020,1505,1,1,1,0
1533,16,27989,0,3,1,1,25369
1534,15,21933,0,4,1,1,27166
1535,38,58758,0,1,1,1,6500
1536,21,86069,0,4,1,1,35282
1537,10,8350,0,1,1,1,2125
1538,15,26862,0,3,1,1,15510
1539,14,133853,0,5,1,1,68136
1540,0,72623,0,1,1,1,0
1541,11,36887,0,1,2,1,9048
1542,22,49737,0,5,1,1,60922
1543,26,53869,0,1,1,1,6750
1544,0,5264,0,1,1,1,0
1545,18,132132,6920,3,1,1,20443
1546,36,319241,0,5,1,1,71867
1547,31,333346,2139,4,1,1,52013
1548,2,22459,0,1,1,1,104
1549,12,65021,0,2,1,1,10369
1550,13,44205,0,4,1,1,28340
1551,9,18433,0,1,1,1,3174
1552,12,6341,0,1,1,1,3658
1553,3,3641,0,1,1,1,1164
1554,3,39207,0,1,1,1,965
1555,15,63362,0,3,1,1,16331
1556,4,220267,0,1,1,1,8500
1557,14,329,0,3,1,1,23492
1558,2,22424,0,1,1,1,648
1559,16,36805,0,3,1,1,13018
1560,15,63437,0,2,1,1,7160
1561,0,8962,4481,1,1,1,0
1562,0,7922,0,1,1,1,0
1563,5,113731,0,1,1,1,1700
1564,0,12612,0,1,1,1,0
1565,6,45916,0,1,1,1,675
1566,14,51324,0,3,1,1,20533
1567,1,412,0,1,1,1,13000
1568,15,8103,0,1,1,1,2750
1569,26,91237,0,5,1,1,78864
1570,0,17388,0,1,1,1,0
1571,8,52046,0,1,1,1,1058
1572,16,50015,0,3,1,1,20839
1573,16,45340,0,3,1,1,14063
1574,4,200963,0,1,1,1,6164
1575,9,85884,0,2,1,1,7742
1576,7,4236,0,1,1,1,3000
1577,3,55843,0,1,1,1,6000
1578,4,43000,0,1,1,1,1273
1579,17,5573,0,1,1,1,1958
1580,0,2080,0,1,1,1,0
1581,12,43686,0,1,1,1,4039
1582,5,11001,0,1,1,1,255
1583,12,10146,0,3,1,1,26633
1584,26,35062,0,3,1,1,16237
1585,9,11866,0,2,1,1,6139
1586,3,41048,0,1,1,1,1195
1587,3,25004,0,1,1,1,1113
1588,6,194074,1448,1,1,1,12500
1589,14,65952,0,4,1,1,34770
1590,13,265532,0,1,1,1,4652
1591,5,61286,0,1,1,1,1500
1592,18,118177,0,3,1,1,20910
1593,14,183370,0,1,1,1,30988
1594,12,98608,0,1,1,1,969
1595,20,22529,0,1,1,1,5115
1596,4,2502,0,1,1,1,15500
1597,17,123430,0,4,1,1,49987
1598,10,36219,0,1,1,1,4044
1599,20,61405,250,2,1,1,32316
1600,3,3789,0,1,1,1,181
1601,0,16065,0,1,1,1,0
1602,13,404142,0,5,1,1,75509
1603,0,28733,0,1,1,1,0
1604,13,26965,0,2,1,1,7346
1605,26,278437,0,4,1,1,50888
1606,1,5074,0,1,1,1,500
1607,4,43338,0,1,1,1,1000
1608,12,23551,0,1,1,1,2375
1609,6,32015,0,1,1,1,6000
1610,2,65435,0,1,1,1,1000
1611,5,39079,0,1,1,1,3070
1612,13,108616,0,4,1,1,36476
1613,14,80154,0,4,1,1,47270
1614,8,25563,0,1,1,1,303
1615,15,18007,0,4,1,1,33237
1616,20,51752,0,3,1,1,25962
1617,9,21540,0,1,1,1,1188
1618,11,233057,0,5,1,1,102840
1619,21,196079,0,5,1,1,56890
1620,14,276607,0,1,1,1,11430
1621,0,20681,0,1,1,1,0
1622,16,155278,0,4,1,1,27200
1623,13,194949,0,1,1,1,10121
1624,24,307260,783,4,1,1,40533
1625,3,105588,0,2,1,1,22973
1626,15,41366,0,3,1,1,27148
1627,21,59445,0,1,1,1,5500
1628,20,130920,2643,4,1,1,30299
1629,12,49777,2360,3,1,1,12241
1630,13,58778,0,4,1,1,28325
1631,10,38224,0,1,1,1,2587
1632,14,93700,0,5,1,1,58745
1633,18,533120,0,5,1,1,120983
1634,16,34941,0,3,1,1,23718
1635,24,115197,0,3,1,1,17638
1636,5,31230,0,1,1,1,815
1637,15,98604,0,3,1,1,17490
1638,0,385195,0,1,1,1,0
1639,51,136104,0,4,1,1,68988
1640,14,23984,0,1,1,1,2737
1641,21,169947,0,4,1,1,48140
1642,17,71264,0,5,1,1,94161
1643,14,71610,0,3,1,1,20918
1644,21,151152,0,2,1,1,13635
1645,23,164178,2364,4,1,1,35314
1646,1,18601,0,1,1,1,100
1647,12,49331,0,3,1,1,23572
1648,12,43326,0,1,1,1,4164
1649,0,12112,0,1,1,1,0
1650,16,98343,0,4,1,1,31961
1651,13,83006,0,4,1,1,45167
1652,8,110980,0,1,1,1,12900
1653,23,78032,0,3,1,1,24046
1654,8,176262,0,3,1,1,12678
1655,12,239576,0,3,1,1,13301
1656,15,642756,0,4,1,1,37889
1657,9,41370,0,5,1,1,51335
1658,10,92905,0,1,1,1,1766
1659,5,7430,0,1,1,1,10500
1660,3,68390,0,1,1,1,3450
1661,3,18366,0,1,1,1,1100
1662,15,197673,0,4,1,1,48932
1663,20,11789,0,4,1,1,28756
1664,15,213539,0,1,1,1,2750
1665,0,13310,0,1,1,1,0
1666,17,207395,0,4,1,1,55903
1667,10,25688,2396,1,1,1,3103
1668,21,259582,0,1,1,1,3833
1669,8,288379,0,1,1,1,15942
1670,3,3580,0,1,1,1,130
1671,15,84305,0,5,1,1,78931
1672,0,4780,0,1,1,1,0
1673,22,88192,0,4,1,1,47848
1674,13,105665,0,4,1,1,31226
1675,26,24756,0,1,1,1,7720
1676,40,51304,1362,1,1,1,11611
1677,7,12404,0,1,1,1,1950
1678,5,80988,0,1,1,1,4413
1679,4,5617,0,1,1,1,4400
1680,33,68023,0,5,1,1,119512
1681,17,108100,0,4,1,1,45113
1682,9,17470,0,1,1,1,4100
1683,17,138332,0,5,1,1,67836
1684,4,4087,0,1,1,1,500
1685,13,40264,0,1,1,1,19137
1686,5,13290,0,1,1,1,3175
1687,15,130761,0,4,1,1,52423
1688,13,14371,0,4,1,1,28723
1689,16,25322,0,3,1,1,23821
1690,15,55356,0,3,1,1,23871
1691,32,134501,0,5,1,1,59855
1692,11,63311,0,4,1,1,29318
1693,3,90307,0,1,1,1,3150
1694,12,2198,0,1,1,1,16070
1695,5,43749,5583,1,1,1,9557
1696,3,7730,0,1,1,1,375
1697,16,16171,0,1,1,1,2875
1698,3,192108,1000,1,1,1,10200
1699,11,35895,0,3,1,1,15720
1700,12,46578,0,2,1,1,8322
1701,7,54309,0,1,1,1,6772
1702,16,45613,0,4,1,1,29117
1703,16,297127,0,3,1,1,27415
1704,18,93148,0,2,1,1,7776
1705,11,27905,0,1,1,1,3794
1706,24,139983,0,3,1,1,17289
1707,53,188703,0,5,1,1,62973
1708,4,19479,0,1,1,1,2250
1709,31,63635,0,1,1,1,5175
1710,16,77203,0,5,1,1,66817
1711,3,19020,0,1,1,1,330
1712,10,61172,0,2,1,1,6875
1713,0,7342,0,1,1,1,0
1714,15,62076,0,2,1,1,11221
1715,0,13046,0,1,1,1,0
1716,27,11527,0,3,1,1,16874
1717,17,77814,0,4,1,1,43914
1718,15,75303,0,5,1,1,74990
1719,6,7545,0,1,1,1,616
1720,0,26972,0,1,1,1,0
1721,22,184805,0,4,1,1,52755
1722,22,93971,0,5,1,1,62023
1723,14,66328,0,4,1,1,40522
1724,14,51745,0,4,1,1,41377
1725,13,64341,0,5,1,1,63621
1726,0,49708,0,1,1,1,0
1727,15,46926,0,4,1,1,27889
1728,39,199418,1000,3,1,1,25590
1729,13,9126,0,1,1,1,1202
1730,8,95109,0,4,1,1,26149
1731,17,65706,0,3,1,1,21958
1732,15,9862,0,1,1,1,31280
1733,18,253349,0,5,1,1,68947
1734,3,25541,0,1,1,1,660
1735,2,5580,0,1,1,1,60
1736,31,37514,0,4,1,1,35874
1737,4,67083,0,1,1,1,4600
1738,16,92646,0,4,1,1,27177
1739,12,21110,0,1,1,1,3402
1740,20,102570,0,5,1,1,70503
1741,0,15876,0,1,1,1,0
1742,0,8957,0,1,1,1,0
1743,9,5375,0,1,1,1,2000
1744,27,109114,0,4,1,1,31956
1745,10,23432,0,1,1,1,1162
1746,14,111384,0,4,1,1,26669
1747,5,69880,0,1,1,1,4635
1748,5,11289,0,1,1,1,1500
1749,4,119676,500,1,1,1,550
1750,4,21847,0,1,1,1,929
1751,27,40808,0,4,1,1,38612
1752,10,47509,0,1,1,1,21210
1753,37,20248,0,3,1,1,18507
1754,6,3441,0,1,1,1,1643
1755,14,35216,0,1,1,1,9959
1756,14,63036,0,2,1,1,9006
1757,10,20844,0,1,1,1,20844
1758,1,42420,0,1,1,1,1000
1759,7,36254,0,1,1,1,7232
1760,12,22412,0,3,1,1,11654
1761,14,11512,0,1,1,1,3667
1762,4,1703,0,1,1,1,1230
1763,32,51471,0,3,1,1,15505
1764,3,70518,0,1,1,1,2000
1765,16,431824,0,3,1,1,30480
1766,18,25577,0,4,1,1,33420
1767,10,17111,0,3,1,1,13577
1768,14,99336,0,3,1,1,14195
1769,0,67612,0,1,1,1,0
1770,29,38918,0,1,1,1,6505
1771,17,72812,0,3,1,1,16930
1772,1,134937,0,1,1,1,500
1773,15,121688,0,4,1,1,31631
1774,17,162410,0,3,1,1,20203
1775,4,59821,500,1,1,1,4200
1776,6,96053,0,1,1,1,2200
1777,28,171946,0,3,1,1,19198
1778,3,15737,0,1,1,1,220
1779,11,77814,0,3,1,1,14786
1780,16,53768,0,1,1,1,4798
1781,35,245731,0,4,1,1,34322
1782,16,87366,0,3,1,1,18012
1783,14,56461,0,4,1,1,40190
1784,17,46855,0,2,1,1,8845
1785,0,53027,0,1,1,1,0
1786,22,96610,0,5,1,1,66298
1787,10,61450,0,2,1,1,7927
1788,3,18538,0,1,1,1,2200
1789,13,28319,0,3,1,1,18449
1790,15,107360,0,3,1,1,15641
1791,13,32510,0,1,3,1,14568
1792,3,9753,0,1,1,1,1235
1793,6,13033,0,1,1,1,1625
1794,5,17609,0,1,1,1,803
1795,12,104052,0,2,1,1,6016
1796,0,13878,0,1,1,1,0
1797,0,7254,0,1,1,1,0
1798,6,12560,0,1,1,1,1282
1799,21,94938,0,3,1,1,12999
1800,11,86143,0,3,1,1,29652
1801,15,138512,0,4,1,1,30130
1802,17,66875,0,1,1,1,3206
1803,19,96026,0,3,1,1,25670
1804,0,31572,0,1,1,1,0
1805,0,11834,0,1,1,1,0
1806,11,23552,0,4,1,1,36165
1807,8,66052,0,1,1,1,8380
1808,15,55639,0,1,1,1,2750
1809,8,68226,0,1,1,1,3147
1810,28,37953,0,5,1,1,62571
1811,4,17810,0,1,1,1,1375
1812,33,21915,0,1,1,1,7000
1813,3,32563,0,1,1,1,4200
1814,24,49479,0,1,1,1,5500
1815,18,23854,0,3,1,1,22498
1816,0,60049,0,1,1,1,0
1817,14,75112,0,4,1,1,35532
1818,9,19787,0,1,1,1,2016
1819,22,30664,0,3,1,1,21242
1820,12,91716,0,1,1,1,6978
1821,5,219174,0,1,1,1,4500
1822,11,16495,0,1,1,1,18779
1823,25,25963,0,2,1,1,8183
1824,1,1701,0,1,1,1,10
1825,0,73852,0,1,1,1,0
1826,0,12791,0,1,1,1,0
1827,4,39020,0,1,1,1,1295
1828,8,1076,0,3,1,1,11379
1829,10,34443,1440,1,1,1,2125
1830,2,4735,0,1,1,1,275
1831,4,41279,967,1,1,1,3664
1832,1,4708,0,1,1,1,1000
1833,20,63090,0,1,1,1,12059
1834,13,156544,0,4,1,1,46593
1835,5,12239,0,1,1,1,2912
1836,13,101464,0,3,1,1,14610
1837,13,55147,0,4,1,1,29219
1838,23,59424,0,4,1,1,36600
1839,7,52084,0,1,1,1,4836
1840,21,368535,0,5,1,1,146201
1841,18,116288,0,5,1,1,65073
1842,22,114508,0,4,1,1,29960
1843,1,456509,0,1,1,1,500
1844,0,19634,0,1,1,1,0
1845,23,56258,0,4,1,1,38591
1846,33,102373,0,4,1,1,67212
1847,7,20426,0,1,1,1,3993
1848,6,13034,0,5,1,1,60000
1849,17,22455,0,4,1,1,38814
1850,2,11604,0,1,1,1,95
1851,12,72510,0,4,1,1,31469
1852,0,33383,0,1,1,1,0
1853,21,181200,0,1,1,1,7514
1854,2,17500,0,1,1,1,17500
1855,9,22751,0,1,1,1,4500
1856,3,12465,0,1,1,1,380
1857,0,6316,0,1,1,1,0
1858,20,66860,0,3,1,1,12667
1859,3,975,0,1,1,1,350
1860,14,197973,0,5,1,1,72345
1861,18,50909,0,3,1,1,14830
1862,15,79500,0,3,1,1,21489
1863,12,15875,0,3,1,1,24918
1864,24,159109,0,4,1,1,19554
1865,0,12906,0,1,1,1,0
1866,19,14155,0,1,1,1,3250
1867,14,576,0,3,1,1,12082
1868,12,48896,0,1,1,1,4081
1869,20,27669,0,1,1,1,3375
1870,13,21708,0,3,1,1,12811
1871,14,10643,0,4,1,1,40585
1872,16,264685,0,5,1,1,57505
1873,3,35433,0,1,1,1,1600
1874,15,162369,0,4,1,1,41359
1875,3,6206,0,1,1,1,375
1876,17,226941,1000,4,1,1,44771
1877,8,94544,0,5,1,1,111827
1878,32,128302,0,5,1,4,132263
1879,0,3664,0,1,1,1,0
1880,6,56017,0,1,1,1,3905
1881,39,40835,0,4,1,1,50602
1882,3,24496,0,1,1,1,4000
1883,13,36033,0,3,1,1,36033
1884,4,12766,0,1,1,1,1900
1885,19,147596,0,1,1,1,19175
1886,27,16489,0,1,1,1,4851
1887,15,84516,0,3,1,1,22713
1888,16,74147,0,2,1,1,8315
1889,0,24887,0,1,1,1,0
1890,32,56954,0,3,1,1,29409
1891,0,8647,0,1,1,1,0
1892,12,37114,0,1,1,1,21623
1893,13,50715,0,4,1,1,39211
1894,19,149305,0,4,1,1,49893
1895,15,225665,0,1,1,1,4288
1896,7,20534,0,1,1,1,589
1897,8,3962,0,1,1,1,292
1898,0,5112,0,1,1,1,0
1899,34,67358,0,5,1,1,67027
1900,4,11925,0,1,1,1,400
1901,7,30300,0,1,1,1,2160
1902,4,39139,0,1,1,1,710
1903,1,52440,0,1,1,1,500
1904,3,23329,0,1,1,1,6326
1905,12,10679,0,2,1,1,13363
1906,0,53487,0,1,1,1,0
1907,20,355423,5009,3,1,1,20500
1908,2,9052,0,1,1,1,280
1909,18,129972,0,3,1,1,15081
1910,39,283670,0,4,1,1,39260
1911,25,189054,0,1,1,1,17900
1912,1,150312,0,1,1,1,1000
1913,2,33517,0,1,1,1,1250
1914,16,97750,0,3,1,1,12616
1915,4,59035,0,1,1,1,245
1916,14,132335,0,4,1,1,30273
1917,44,82981,0,5,1,3,105325
1918,14,52139,0,1,3,1,16314
1919,15,123313,0,4,1,1,31595
1920,16,131755,909,4,1,1,37299
1921,24,46440,0,1,1,1,5582
1922,18,58970,0,3,1,1,13467
1923,24,152367,0,4,1,1,43406
1924,17,80534,0,3,1,1,20715
1925,3,12184,0,1,1,1,1160
1926,10,10355,0,2,1,1,6510
1927,7,39947,0,1,1,1,1750
1928,0,3082,0,1,1,1,0
1929,14,37563,0,2,1,1,8142
1930,18,145868,0,5,1,1,61068
1931,24,14231,0,1,1,1,4950
1932,10,87282,0,3,1,1,13480
1933,3,11355,0,1,1,1,135
1934,25,197239,0,4,1,1,53412
1935,0,50586,0,1,1,1,0
1936,14,54388,0,4,1,1,27516
1937,14,30546,0,3,1,1,11304
1938,10,24407,0,1,1,1,923
1939,36,640169,0,5,1,1,82561
1940,14,56213,0,1,1,1,3207
1941,13,21944,0,4,1,1,29461
1942,36,76552,0,5,1,1,150010
1943,18,37244,0,4,1,1,38220
1944,13,38439,0,1,1,1,3318
1945,6,32160,0,1,1,1,1130
1946,32,126873,0,4,1,5,95598
1947,11,8000,0,1,1,1,2250
1948,14,194906,0,3,1,1,23780
1949,14,85751,0,4,1,1,26842
1950,0,15676,0,1,1,1,0
1951,13,55064,0,2,1,1,8041
1952,9,40675,0,1,1,1,1413
1953,2,7843,0,1,1,1,600
1954,15,56896,0,4,1,1,34019
1955,18,91935,0,3,1,1,17550
1956,26,50496,0,3,1,1,13287
1957,11,19896,2395,2,1,1,9866
1958,14,156853,0,4,1,1,37625
1959,10,65533,0,2,1,1,7595
1960,13,223670,0,1,1,1,32709
1961,11,91813,0,1,1,1,8690
1962,0,12207,0,1,1,1,0
1963,3,26421,0,1,1,1,1250
1964,0,16176,0,1,1,1,0
1965,0,44754,0,1,1,1,0
1966,37,23827,0,1,1,1,8125
1967,7,93743,0,1,1,1,1210
1968,8,4787,0,1,1,1,3125
1969,15,179472,0,3,1,1,11289
1970,10,73639,0,1,1,1,4709
1971,4,76077,0,1,1,1,500
1972,4,66456,0,1,1,1,3500
1973,0,14273,0,1,1,1,0
1974,18,134346,0,5,1,1,100210
1975,7,37693,0,3,1,1,30546
1976,10,11961,0,1,2,1,11961
1977,34,63311,0,5,1,1,90181
1978,8,20678,0,1,1,1,2155
1979,4,5316,0,1,1,1,1134
1980,6,86511,0,1,1,1,5000
1981,1,133831,0,1,1,1,100
1982,1,30306,0,1,1,1,2500
1983,22,95925,0,1,1,1,7337
1984,0,35080,3867,1,1,1,0
1985,0,14304,0,1,1,1,0
1986,15,115385,0,1,1,1,5890
1987,19,66411,1000,4,1,1,34826
1988,3,6978,0,1,1,1,610
1989,14,39909,0,1,1,1,2682
1990,8,8767,0,1,1,1,6589
1991,7,25544,0,1,1,1,3271
1992,11,166417,0,4,1,1,28607
1993,16,69555,0,3,1,1,21957
1994,10,2344,0,1,1,1,1478
1995,15,8780,0,1,1,1,2750
1996,7,111064,0,1,1,1,12700
1997,16,44654,0,4,1,1,48874
1998,0,32678,0,1,1,1,0
1999,25,327126,1452,5,1,1,97997
2000,7,76387,0,1,1,1,3588
2001,25,268097,0,3,1,1,26933
2002,13,52195,0,4,1,1,35847
2003,18,137778,0,3,1,1,19557
2004,12,354807,0,1,1,1,6000
2005,3,3056,0,1,1,1,1200
2006,22,101901,0,1,2,1,17898
2007,0,34182,0,1,1,1,0
2008,4,7371,0,1,1,1,1375
2009,22,178733,0,3,1,1,26465
2010,14,87553,0,3,1,1,15681
2011,3,14614,0,1,1,1,2275
2012,12,91259,0,5,1,1,60609
2013,2,23997,0,1,1,1,250
2014,4,37202,0,1,1,1,15000
2015,65,53232,888,4,1,1,80696
2016,14,54594,0,3,1,1,14402
2017,7,57474,0,2,1,1,5535
2018,12,20111,0,1,1,1,5653
2019,22,45950,0,4,1,1,38921
2020,5,67948,0,1,1,1,2750
2021,24,216498,0,4,1,1,43083
2022,3,100649,0,1,1,1,4000
2023,13,52713,0,3,1,1,16273
2024,13,186892,0,5,1,1,63444
2025,17,11690,0,3,1,1,17615
2026,1,144697,0,1,1,1,2000
2027,2,75179,0,1,1,1,1015
2028,1,19850,0,1,1,1,500
2029,15,96154,0,1,1,1,7052
2030,12,55778,0,1,1,1,6500
2031,14,36227,0,2,1,1,7230
2032,4,93848,0,1,1,1,1600
2033,15,41153,0,4,1,1,28686
2034,0,20789,0,1,1,1,0
2035,4,121992,6057,1,1,1,3200
2036,11,37911,0,1,1,1,2250
2037,14,233656,0,4,1,1,41941
2038,3,41133,0,1,1,1,635
2039,19,60864,0,3,1,1,23364
2040,9,90526,0,1,1,1,2000
2041,3,15148,0,1,1,1,15148
2042,0,5393,0,1,1,1,0
2043,5,434,0,1,1,1,15530
2044,14,81055,0,3,1,1,14344
2045,7,31360,0,1,1,1,821
2046,19,156885,0,4,1,1,38601
2047,18,4148,0,1,3,1,13504
2048,15,63820,0,3,1,1,13981
2049,17,379744,2081,1,1,1,19191
2050,0,76659,0,1,1,1,0
2051,14,40724,0,4,1,1,29481
2052,17,146173,0,3,1,1,13871
2053,9,26055,0,1,1,1,647
2054,1,68,0,1,1,1,590
2055,12,50001,0,1,1,1,4853
2056,13,122506,0,3,1,1,21022
2057,17,126886,0,2,1,1,9120
2058,23,42342,0,1,1,1,11408
2059,15,58898,0,1,1,1,23050
2060,3,45735,0,1,1,1,10085
2061,15,77225,0,4,1,1,30646
2062,0,59874,0,1,1,1,0
2063,3,30868,0,1,1,1,405
2064,4,34257,0,1,1,1,2010
2065,12,42639,0,2,1,1,7366
2066,4,771,0,1,1,1,40256
2067,4,89708,0,1,1,1,8000
2068,15,75892,0,2,1,1,8738
2069,32,140918,0,4,1,1,69760
2070,22,475338,0,4,1,1,39680
2071,0,14426,0,1,1,1,0
2072,16,29559,0,4,1,1,28969
2073,13,113113,0,3,1,1,10736
2074,19,73027,0,4,1,1,34002
2075,0,17386,0,1,1,1,0
2076,1,9310,0,1,1,1,500
2077,0,11023,0,1,1,1,0
2078,18,55406,0,4,1,1,38118
2079,0,47638,0,1,1,1,0
2080,8,30040,0,2,1,1,8636
2081,1,24787,0,1,1,1,1000
2082,4,40758,0,1,1,1,3500
2083,0,726,0,1,1,1,0
2084,2,40686,0,1,1,1,260
2085,13,16626,0,1,1,1,2500
2086,3,18944,0,1,1,1,300
2087,24,114949,0,5,1,1,87136
2088,4,32522,0,1,1,1,5971
2089,4,86533,0,1,1,1,3700
2090,16,166470,0,2,1,1,9574
2091,0,10797,0,1,1,1,0
2092,16,131618,0,4,1,1,46473
2093,5,77523,1112,1,1,1,11050
2094,16,47905,0,3,1,1,14575
2095,0,28695,0,1,1,1,0
2096,8,15253,0,2,1,1,5427
2097,13,193818,0,3,1,1,16327
2098,5,30556,0,1,1,1,950
2099,7,22678,0,1,1,1,2125
2100,18,89430,0,3,1,1,24314
2101,13,26522,0,3,1,1,18479
2102,5,59913,0,1,1,1,2210
2103,1,16516,0,1,1,1,500
2104,16,49050,0,3,1,1,18436
2105,17,27981,0,5,1,1,63004
2106,1,4939,0,1,1,1,1000
2107,4,26077,0,1,1,1,6768
2108,6,110893,0,1,1,1,4653
2109,3,56455,0,1,1,1,6000
2110,2,32699,0,1,1,1,1500
2111,4,109790,0,1,1,1,16108
2112,25,166681,0,5,1,1,107645
2113,5,145233,0,1,1,1,9366
2114,3,1054,0,1,1,1,15147
2115,13,27532,0,1,1,1,4639
2116,16,62464,0,1,1,1,5675
2117,0,4041,0,1,1,1,0
2118,29,28138,0,1,1,1,6330
2119,0,33010,0,1,1,1,0
2120,2,45687,0,1,1,1,45
2121,0,12981,0,1,1,1,0
2122,4,168246,1514,1,1,1,4600
2123,17,75505,0,4,1,1,30850
2124,13,55591,0,2,1,1,8817
2125,19,37358,0,4,1,1,50488
2126,34,33803,0,1,1,1,6100
2127,1,2500,0,1,1,1,2500
2128,14,140527,0,1,1,1,3500
2129,0,5360,0,1,1,1,0
2130,17,124430,0,2,1,1,15523
2131,14,240007,0,4,1,1,46771
2132,15,245021,0,3,1,1,13639
2133,30,53518,0,5,1,1,73933
2134,4,122545,0,1,1,1,269
2135,5,192889,0,1,1,1,10500
2136,19,227776,0,4,1,1,47286
2137,15,37833,0,4,1,1,48172
2138,2,48256,0,1,1,1,9690
2139,12,99704,2704,2,1,1,15750
2140,5,394999,0,1,1,1,4150
2141,0,82497,0,1,1,1,0
2142,0,15326,7663,1,1,1,0
2143,7,32619,0,1,1,1,1070
2144,11,57017,0,1,1,1,2495
2145,19,252741,0,4,1,1,29296
2146,14,49375,0,3,1,1,23628
2147,4,25341,0,1,1,1,38
2148,13,45150,0,3,1,1,18907
2149,5,187462,0,1,1,1,10500
2150,17,19132,0,2,1,1,9124
2151,37,196967,0,3,1,1,38490
2152,1,13040,0,1,1,1,500
2153,13,184301,0,1,1,1,6454
2154,0,36294,0,1,1,1,0
2155,14,89840,0,2,1,1,7048
2156,1,6914,0,1,1,1,1500
2157,22,28493,0,3,1,1,21845
2158,1,111793,0,1,1,1,500
2159,2,18700,0,1,1,1,870
2160,4,53957,0,1,1,1,7000
2161,5,135770,0,1,1,1,4700
2162,18,189784,0,4,1,1,35464
2163,9,60076,0,4,1,1,45582
2164,4,3522,0,1,1,1,3522
2165,0,36736,0,1,1,1,0
2166,28,100634,0,1,3,1,69669
2167,14,88918,0,2,1,1,5537
2168,16,245045,0,1,1,1,25039
2169,43,37948,0,3,1,1,19213
2170,8,81552,0,2,1,1,7703
2171,12,118067,0,2,1,1,8715
2172,14,268314,0,4,1,1,29968
2173,16,135488,0,5,1,1,57787
2174,22,68243,0,2,1,1,10012
2175,11,56693,3953,2,1,1,20454
2176,6,194875,0,1,1,1,7550
2177,17,206155,0,4,1,1,28447
2178,19,35425,0,1,1,1,4125
2179,21,161579,0,1,1,1,7688
2180,4,11314,1000,1,1,1,741
2181,43,119531,0,5,1,1,60503
2182,5,48433,0,1,1,1,4300
2183,27,10872,0,1,1,1,4500
2184,17,109268,0,2,1,1,7401
2185,21,105160,0,3,1,1,20458
2186,17,90919,0,4,1,1,44430
2187,9,50230,0,1,1,1,4149
2188,21,74538,0,3,1,1,18835
2189,6,4606,0,1,1,1,4320
2190,13,61617,0,2,1,1,23495
2191,2,15275,0,1,1,1,75
2192,1,112891,0,1,1,1,500
2193,7,41176,0,1,1,1,7624
2194,6,81251,0,1,1,1,19500
2195,4,18142,0,1,1,1,220
2196,17,16200,0,4,1,1,40455
2197,10,8913,0,1,1,1,2050
2198,13,14372,0,2,1,1,9042
2199,33,77965,0,4,1,1,41126
2200,15,12271,500,2,1,1,7684
2201,13,49874,0,4,1,1,39976
2202,9,35445,0,1,1,1,3379
2203,8,91755,0,1,1,1,5026
2204,14,33753,0,3,1,1,14961
2205,14,53750,0,3,1,1,23135
2206,5,110132,0,1,1,1,19000
2207,4,12221,0,1,1,1,511
2208,0,65519,0,1,1,1,0
2209,4,47291,0,1,1,1,1350
2210,13,124564,0,3,1,1,11026
2211,16,24111,0,2,1,1,9374
2212,13,35801,0,1,1,1,3337
2213,3,150972,0,1,1,1,2700
2214,12,292023,0,1,1,1,14125
2215,0,47090,0,1,1,1,0
2216,11,1300,0,1,1,1,454
2217,27,109103,2370,1,1,1,19600
2218,11,101057,0,1,1,1,13650
2219,1,20900,0,1,1,1,1000
2220,0,46607,0,1,1,1,0
2221,7,33017,0,1,1,1,1069
2222,15,30729,0,3,1,1,16456
2223,10,35546,0,1,1,1,3376
2224,3,7845,0,1,1,1,265
2225,13,25788,0,1,1,1,4650
2226,7,13543,0,1,1,1,1443
2227,5,16618,0,1,1,1,897
2228,7,11548,0,1,1,1,1634
2229,15,22181,0,1,1,1,6245
2230,17,222312,0,4,1,1,29039
2231,12,25080,0,1,1,1,2060
2232,23,17964,0,1,1,1,5030
2233,12,155385,0,3,1,1,15267
2234,0,3977,0,1,1,1,0
2235,0,14620,0,1,1,1,0
2236,0,46882,0,1,1,1,0
2237,3,3350,0,1,1,1,65
2238,0,3049,0,1,1,1,0
2239,2,32377,0,1,1,1,250
2240,5,9396,0,1,1,1,860
2241,14,102669,0,2,1,1,6760
2242,9,26745,0,1,1,1,17547
2243,14,120576,0,4,1,1,36635
2244,1,7658,0,1,1,1,300
2245,1,11136,0,1,1,1,100
2246,20,168778,0,5,1,1,57060
2247,14,124979,0,3,1,1,14267
2248,9,35659,0,1,1,1,1102
2249,14,55996,867,3,1,1,12165
2250,35,65904,0,4,1,1,47224
2251,27,125679,0,3,1,4,68151
2252,16,235312,0,5,1,1,56685
2253,12,64414,0,1,1,1,1952
2254,9,34204,0,1,1,1,16862
2255,0,22384,0,1,1,1,0
2256,2,13381,0,1,1,1,1150
2257,1,10959,0,1,1,1,500
2258,5,28607,0,1,1,1,5943
2259,2,30686,0,1,1,1,6161
2260,2,8260,0,1,1,1,700
2261,14,61584,0,4,1,1,27937
2262,16,141594,0,2,1,1,30565
2263,4,114549,0,1,1,1,5000
2264,19,64153,0,3,1,1,23563
2265,3,10000,0,1,1,1,790
2266,3,21839,0,1,1,1,853
2267,12,182704,5513,1,1,1,5850
